optimizer,learning_rate,momentum,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
nadam,0.006576886459466819,0.694027886182516,63.3444,75.1444,102.5363,9,435.00305175781244,15,0.06182628497481346,0.984375
sgd,0.009092649791550611,0.5409466115738542,63.3,74.3714,76.6679,7,304.50213623046875,15,0.06874487549066544,0.9791666865348816
rmsprop,0.0031295768783497304,0.22143656168022485,63.3375,74.8625,82.1635,8,391.5027465820312,16,0.09935540705919266,0.96875
adadelta,0.006693221876076428,0.9209167357957879,63.3667,73.8,65.8245,6,174.001220703125,7,1.0171654224395752,0.3645833432674408
adagrad,0.003939221031533304,0.6679602458971586,63.365,74.435,102.493,10,217.50152587890622,16,0.06860826164484024,0.9895833134651184
adam,0.008037383824083776,0.5703101925250057,63.2357,75.6357,71.1434,7,87.0006103515625,16,0.0691189169883728,0.9895833134651184
adamax,0.0014549234706269496,0.04293527113814777,63.32,73.94,151.3815,15,217.50152587890622,13,0.07812847197055817,0.9739583134651184
ftrl,0.0006285084932811612,0.4299306420488135,63.2719,75.1344,169.9024,16,304.50213623046875,14,0.25177791714668274,0.90625
nadam,0.007645207904881124,0.016265490422284312,63.2667,75.3222,82.3336,9,43.50030517578125,16,0.03008924424648285,0.9895833134651184
sgd,0.0033722533456495597,0.910374606450845,63.275,74.8125,81.5657,8,174.001220703125,16,0.05240100622177124,0.9791666865348816
rmsprop,0.007332917765725489,0.4806448217924716,63.21,74.15,102.3622,10,261.0018310546875,16,0.10845000296831131,0.96875
adadelta,0.0002442201757194312,0.03425490867895631,63.1857,76.9357,65.5483,7,43.50030517578125,8,0.716148853302002,0.5416666865348816
adagrad,0.00045394219160018704,0.8944789030412476,63.2367,76.42,150.1359,15,261.0018310546875,14,0.4516608715057373,0.7604166865348816
adam,0.004386290565694191,0.5049934513479616,63.135,74.36,100.4758,10,304.50213623046875,16,0.07952038943767548,0.9739583134651184
adamax,0.009578411297562133,0.14007962718525824,63.25,75.5667,125.0704,12,304.50213623046875,16,0.05027434602379799,0.9895833134651184
ftrl,0.004792080034956764,0.2917163025337386,63.2444,73.75,93.0207,9,174.001220703125,15,0.1283586174249649,0.953125
nadam,0.009141021588639588,0.04328513652178645,63.2,77.0,67.2074,6,261.0018310546875,16,0.037510935217142105,0.9947916865348816
sgd,0.0020088059293482475,0.6196265824213179,63.3,73.6393,141.2223,14,130.50091552734375,16,0.058594897389411926,0.984375
rmsprop,0.007615200610161654,0.9312241763621874,63.2591,73.8364,104.3232,11,43.50030517578125,16,0.7262832522392273,0.9791666865348816
adadelta,0.004947620084776692,0.35378723613883345,63.2565,73.8323,327.6754,31,217.50152587890622,12,0.4149688184261322,0.7604166865348816
adagrad,0.007216140312510088,0.2608778706830287,63.2,76.0889,94.7616,9,261.0018310546875,16,0.1058608815073967,0.953125
adam,0.0023431303074046774,0.6485117644364247,63.2,72.2667,113.8625,12,43.50030517578125,16,0.02269119955599308,0.9947916865348816
adamax,0.003160532197102848,0.30396785466168397,63.2429,76.35,75.1203,7,217.50152587890622,16,0.0632082000374794,0.9791666865348816
ftrl,0.005291912707514399,0.6635180542680853,63.2333,73.8667,97.4656,9,304.50213623046875,15,0.12833042442798615,0.9635416865348816
nadam,0.009268389467786256,0.3995338506075302,63.2806,73.3167,204.3895,18,435.00305175781244,15,0.08354868739843369,0.984375
sgd,0.007774067629861873,0.8268738447888423,63.24,75.5,110.2327,10,261.0018310546875,16,0.0690060630440712,0.9739583134651184
rmsprop,0.006822475209436124,0.05544458685056364,63.1562,73.6062,93.1656,8,261.0018310546875,16,0.02669542096555233,0.9947916865348816
adadelta,0.009225959224012219,0.860129422608376,63.1959,72.3324,366.2993,37,130.50091552734375,15,0.26313135027885437,0.890625
adagrad,0.0033465195551035526,0.14907570337950204,63.2885,76.4577,137.0761,13,261.0018310546875,15,0.1501481980085373,0.9270833134651184
adam,0.0038733602516924644,0.27807035985995066,63.2875,72.8188,80.8618,8,130.50091552734375,16,0.05090247094631195,0.9895833134651184
adamax,0.000677138185565859,0.5604197050349508,63.1722,72.8204,311.2746,27,435.00305175781244,15,0.08418206125497818,0.984375
ftrl,0.002639050412339539,0.6469246693685606,63.2722,71.2944,87.6958,9,43.50030517578125,16,0.06288716197013855,0.9947916865348816
nadam,0.0023711937089291872,0.6166560999261659,63.2077,74.2385,122.449,13,217.50152587890622,15,0.05732744559645653,0.9895833134651184
sgd,0.0012555107404593933,0.37758717310204304,63.2115,75.1692,131.4594,13,217.50152587890622,15,0.1017511859536171,0.9583333134651184
rmsprop,0.008018322652437997,0.6678122682024417,63.0071,78.8,69.1895,7,87.0006103515625,16,0.16630330681800842,0.96875
adadelta,0.0031840204221319696,0.8914683511764184,63.2,74.071,438.607,50,43.50030517578125,16,0.32941871881484985,0.8645833134651184
adagrad,0.00811804518362697,0.575911622538651,62.7615,76.1808,144.7746,13,435.00305175781244,16,0.04364483058452606,0.9895833134651184
adam,0.0012948516298780326,0.5163632234925327,62.9667,75.7667,61.4053,6,130.50091552734375,15,0.07958202809095383,0.96875
adamax,0.00936764410249203,0.20410668486318106,62.825,73.7188,88.5887,8,391.5027465820312,12,0.10958391427993774,0.96875
ftrl,0.00373841518677036,0.12397497817871883,62.8375,76.4625,121.6028,12,217.50152587890622,16,0.110501728951931,0.96875
nadam,0.0007215894462642154,0.13622308540422678,62.8,73.5038,145.1567,13,435.00305175781244,16,0.10118777304887772,0.9583333134651184
sgd,0.0016508876103816519,0.6339518355504662,62.8,74.0885,136.5545,13,217.50152587890622,16,0.06622762978076935,0.9739583134651184
rmsprop,0.0047498088339605485,0.7359393621760038,62.8,74.3938,85.2111,8,217.50152587890622,16,0.16063693165779114,0.9791666865348816
adadelta,0.0005549615268498085,0.5013991301799959,62.7357,71.7,66.2005,7,87.0006103515625,14,0.6049465537071228,0.6354166865348816
adagrad,0.006494688383177233,0.9481988629016977,62.7111,73.8111,97.2479,9,217.50152587890622,15,0.09383339434862137,0.9791666865348816
adam,0.005139278636331254,0.7601513535022227,62.7,72.2667,104.6202,9,391.5027465820312,16,0.03261972591280937,0.984375
adamax,0.006164806619010034,0.6902905430289166,62.7,75.5833,56.7382,6,43.50030517578125,16,0.0980101227760315,0.9739583134651184
ftrl,0.0008623914513495958,0.516377429906834,62.7,73.0294,171.9905,17,130.50091552734375,16,0.19301915168762207,0.9427083134651184
nadam,0.006062539729420588,0.3227600933377842,62.6269,74.7885,129.9235,13,174.001220703125,15,0.1046173945069313,0.96875
sgd,0.001262990894933573,0.5483057953284217,62.6,74.0786,66.2757,7,43.50030517578125,16,0.12381213903427124,0.96875
rmsprop,0.003915131650606154,0.894927453101008,62.6,73.4167,63.6524,6,130.50091552734375,16,0.20018364489078522,0.96875
adadelta,0.008842710679758873,0.019770344521874983,62.5613,74.7742,334.9086,31,261.0018310546875,12,0.2882075905799866,0.84375
adagrad,0.005870612328574056,0.8142624186602501,62.5625,76.4042,124.7816,12,391.5027465820312,16,0.11192908138036728,0.9583333134651184
adam,0.00040314287830913007,0.2984877284995807,62.5,74.84,113.2071,10,348.00244140625,14,0.10224352031946182,0.96875
adamax,0.002099007533300052,0.44992547445077713,62.56,76.39,100.7172,10,217.50152587890622,16,0.09924056380987167,0.9739583134651184
ftrl,0.007589900260913995,0.33700941477743995,62.55,74.8071,223.0293,21,261.0018310546875,15,0.10013417154550552,0.953125
nadam,0.009671313279440234,0.27127014195398724,62.5857,74.2857,81.8326,7,435.00305175781244,16,0.0938265323638916,0.9739583134651184
sgd,0.0054417358989869895,0.9938491564512033,62.4917,74.9917,68.4681,6,348.00244140625,15,0.36031654477119446,0.96875
rmsprop,0.0019814406448137776,0.7513197595601738,62.4682,76.0136,119.8457,11,348.00244140625,14,0.048444315791130066,0.984375
adadelta,0.0004996017013072285,0.9468834351173132,62.5647,73.9735,203.106,17,435.00305175781244,10,0.7847639918327332,0.4739583432674408
adagrad,0.004302034058957556,0.8041089745535195,62.66,75.215,106.7393,10,261.0018310546875,16,0.07827302068471909,0.9791666865348816
adam,0.001947353151193453,0.34708351383476954,62.425,75.9708,128.7045,12,391.5027465820312,15,0.0799284502863884,0.9791666865348816
adamax,0.007754876171713815,0.23640482247832995,62.5643,74.9286,81.1539,7,435.00305175781244,16,0.08452862501144409,0.96875
ftrl,0.005278438904225148,0.7611135358130025,62.5,74.8083,69.1,6,435.00305175781244,16,0.12735943496227264,0.984375
nadam,0.001772446055565351,0.13496589654188818,62.5,75.2786,72.5467,7,217.50152587890622,16,0.09123969078063965,0.9583333134651184
sgd,0.0036534617103421907,0.4687087896804225,62.5,74.1286,66.9391,7,43.50030517578125,16,0.07730420678853989,0.9635416865348816
rmsprop,0.00881036381839481,0.99094637956837,62.5,73.4167,69.7956,6,304.50213623046875,16,1.3027952909469604,0.9739583134651184
adadelta,0.0010830492595836423,0.6126017576460852,62.5222,75.3944,94.7897,9,217.50152587890622,10,0.6814002990722656,0.59375
adagrad,0.003011281828045245,0.596328840586139,62.5176,75.3882,189.5891,17,348.00244140625,16,0.1270422488451004,0.953125
adam,0.007889047780055699,0.10980247723772174,62.6,77.0917,67.1132,6,261.0018310546875,16,0.10555380582809448,0.9583333134651184
adamax,0.0060521967563993105,0.2295962241457825,62.475,75.9167,57.931,6,43.50030517578125,16,0.02827066369354725,0.9895833134651184
ftrl,0.005427100536094833,0.5595742599368201,62.5056,74.6833,105.339,9,348.00244140625,16,0.10421409457921982,0.96875
nadam,0.004108855339492149,0.24851359905220172,62.4722,72.8778,105.5966,9,391.5027465820312,16,0.07620234787464142,0.9635416865348816
sgd,0.005950468456360395,0.0320214153849836,62.35,76.1545,104.3826,11,87.0006103515625,14,0.07774848490953445,0.9739583134651184
rmsprop,0.002896389043864807,0.5599832593049471,62.3038,73.6385,130.3932,13,174.001220703125,16,0.042901571840047836,0.984375
adadelta,0.004614406447873024,0.9285433015770658,62.1914,74.6857,317.3619,35,43.50030517578125,15,0.25580987334251404,0.9322916865348816
adagrad,0.008494604178467329,0.061259665300256616,62.2,74.5875,91.5555,8,261.0018310546875,15,0.11687585711479187,0.953125
adam,0.001964450704638206,0.8150396499635713,62.3167,73.0048,226.8421,21,348.00244140625,15,0.10540776699781418,0.9635416865348816
adamax,0.004093830089133802,0.23568181796179755,62.25,75.58,106.898,10,261.0018310546875,15,0.06309445947408676,0.9791666865348816
ftrl,0.005586907961460826,0.9635966237842268,62.3875,73.9875,96.1413,8,435.00305175781244,14,0.11392128467559814,0.984375
nadam,0.009038320506025174,0.6175408849187628,62.3167,75.1611,105.2587,9,391.5027465820312,16,0.17714746296405792,0.953125
sgd,0.007396334704290142,0.950013369856665,62.3,75.3687,89.475,8,217.50152587890622,16,0.0367729477584362,0.984375
rmsprop,0.006017239274046543,0.6318863186327598,62.2375,74.0458,128.5732,12,174.001220703125,15,0.17682354152202606,0.9791666865348816
adadelta,0.002168862949937129,0.19574167682157428,62.3955,74.3023,228.7725,22,348.00244140625,13,0.5083438754081726,0.6770833134651184
adagrad,0.008096227937727086,0.9463064712901514,62.3833,74.7778,90.1969,9,87.0006103515625,16,0.04911155626177788,0.984375
adam,0.0030379931760110166,0.3848635173058961,62.325,75.0417,64.7673,6,130.50091552734375,16,0.04656245931982994,0.9895833134651184
adamax,0.006617905874045739,0.2659995912933162,62.3,75.3321,153.8506,14,174.001220703125,16,0.01683235354721546,0.9947916865348816
ftrl,0.00399792413673931,0.9607106823387354,62.3458,74.0875,136.5569,12,261.0018310546875,16,0.0633942261338234,0.9791666865348816
nadam,0.00264419008638543,0.5563560348839147,62.3083,71.5,64.874,6,130.50091552734375,15,0.01921856589615345,0.9947916865348816
sgd,0.009950714860247983,0.9498567121311285,62.3,74.6676,174.1698,17,217.50152587890622,16,0.12716399133205414,0.96875
rmsprop,0.003461893127761991,0.8583753164808009,62.3,75.375,83.6295,8,130.50091552734375,16,0.058390866965055466,0.9895833134651184
adadelta,0.0035470703985734657,0.6387000750216457,62.3,74.0786,144.4229,14,217.50152587890622,16,0.5108005404472351,0.7395833134651184
adagrad,0.0019415171004075417,0.9220581918004909,62.287,73.0696,220.0121,23,43.50030517578125,16,0.06196783855557442,0.9635416865348816
adam,0.0013036272745520392,0.3997607588783231,62.2333,75.0722,84.3982,9,43.50030517578125,16,0.025047315284609795,0.9895833134651184
adamax,0.009549129374939689,0.23012735421055674,62.2346,76.7346,138.842,13,304.50213623046875,16,0.08636804670095444,0.9791666865348816
ftrl,0.008380351644962933,0.46771391694538966,62.3125,73.175,141.8239,12,348.00244140625,16,0.05745977163314819,0.984375
nadam,0.009202671176289012,0.37079238179141405,62.2917,73.425,62.1278,6,87.0006103515625,16,0.07909681648015976,0.9791666865348816
sgd,0.004152455114903468,0.6617266240240981,62.35,74.2188,93.3979,8,435.00305175781244,16,0.0613577775657177,0.9791666865348816
rmsprop,0.004217290305897293,0.29782947878826505,62.2929,75.6286,83.0408,7,435.00305175781244,16,0.07079429179430008,0.9791666865348816
adadelta,0.005177625001319944,0.48374943448633456,62.2974,75.1658,390.7664,38,130.50091552734375,15,0.2888473570346832,0.8802083134651184
adagrad,0.004663681268697191,0.9869071359678362,62.2136,71.0364,122.9641,11,261.0018310546875,15,0.11638230830430984,0.9479166865348816
adam,0.002502255532401578,0.6461959356645366,62.2,75.9389,94.795,9,174.001220703125,16,0.08844864368438721,0.9739583134651184
adamax,0.009973498897266057,0.4768479212503802,62.2,72.6056,88.961,9,43.50030517578125,16,0.038311917334795,0.9895833134651184
ftrl,0.0056253111318646356,0.7105333363974627,62.2,70.6591,117.3845,11,130.50091552734375,15,0.06161079183220863,0.9947916865348816
nadam,0.004836738961275013,0.10394816694078313,62.2,73.6167,59.2412,6,43.50030517578125,16,0.07996508479118347,0.9791666865348816
sgd,0.009810296006711105,0.8747279144598896,62.2,74.6625,91.4707,8,304.50213623046875,15,0.05512610450387001,0.9791666865348816
rmsprop,0.006646727079635317,0.6815558415564383,62.2,73.7944,86.6188,9,43.50030517578125,15,0.08044122904539108,0.984375
adadelta,0.0062293921906708466,0.815345929773654,62.2,75.6425,224.5057,20,391.5027465820312,11,0.5506176352500916,0.6302083134651184
adagrad,0.001774750678413385,0.7079589552378414,62.2,73.4625,169.594,16,130.50091552734375,16,0.136222705245018,0.9583333134651184
adam,0.009838258018565001,0.42779237540583137,62.2,72.6167,68.1879,6,174.001220703125,16,0.10904556512832642,0.96875
adamax,0.006858276835720272,0.2298634085097312,62.2,73.25,80.0038,7,391.5027465820312,16,0.04800184443593025,0.9895833134651184
ftrl,0.0061199037160933585,0.7635545796739012,62.2,75.0192,122.2783,13,43.50030517578125,16,0.058489199727773666,0.984375
nadam,0.004429462690621697,0.18040599100033217,62.2,74.1,87.2586,8,174.001220703125,16,0.09161127358675003,0.9635416865348816
sgd,0.002850699313898189,0.6280653304499912,62.0667,74.4542,124.4657,12,174.001220703125,16,0.08209997415542603,0.96875
rmsprop,0.0035581507316656876,0.0797686546326023,62.1846,74.5154,151.0637,13,435.00305175781244,16,0.06746172904968262,0.9895833134651184
adadelta,0.002629757476233382,0.7014488780129151,62.1441,76.0912,162.6607,17,87.0006103515625,12,0.5385053157806396,0.671875
adagrad,0.0012731326435502855,0.0368225525660687,62.2059,72.6706,186.5975,17,261.0018310546875,15,0.1818048357963562,0.9322916865348816
adam,0.001413052717623862,0.3363320342497379,62.12,73.26,164.2464,15,348.00244140625,16,0.09408371895551682,0.953125
adamax,0.008126303643743168,0.78697325454332,62.0,74.2188,79.9963,8,43.50030517578125,16,0.041098807007074356,0.9791666865348816
ftrl,0.004569650924746919,0.5244956898142772,62.17,75.045,110.9665,10,261.0018310546875,16,0.07466643303632736,0.984375
nadam,0.007129037707767207,0.30129866971242747,62.1056,72.65,103.6082,9,348.00244140625,16,0.08220817893743515,0.9791666865348816
sgd,0.0017465000188195156,0.6164032872948931,62.0325,73.495,203.3656,20,130.50091552734375,16,0.08605412393808365,0.9635416865348816
rmsprop,0.0005791535477774406,0.30626715112857383,62.03,73.795,112.4377,10,217.50152587890622,16,0.06244099512696266,0.9739583134651184
adadelta,0.0033994151300088997,0.48813228062532277,61.9947,77.3184,202.3264,19,261.0018310546875,9,0.7267268300056458,0.5104166865348816
adagrad,0.0037735391473707044,0.1632941255569913,62.1312,72.8813,88.1762,8,391.5027465820312,16,0.08374766260385513,0.96875
adam,0.0039043786980398083,0.5691205402291571,62.1,71.2885,128.4353,13,43.50030517578125,16,0.03517373278737068,0.9895833134651184
adamax,0.00288163371843165,0.09168231621343459,62.1,73.8357,75.8113,7,174.001220703125,16,0.06914552301168442,0.984375
ftrl,0.002892897714268775,0.6133020490714248,62.04,73.6,101.6896,10,87.0006103515625,16,0.0796431303024292,0.9895833134651184
nadam,0.006153520534031111,0.3790409472223396,62.1417,77.0917,72.2393,6,391.5027465820312,14,0.10692009329795837,0.9583333134651184
sgd,0.0036177645771106955,0.32961736671409403,62.1,72.7833,134.5378,12,348.00244140625,16,0.07906026393175125,0.9895833134651184
rmsprop,0.009307765332277939,0.39163726349040284,62.1,73.5727,129.4882,11,435.00305175781244,15,0.1167791411280632,0.9791666865348816
adadelta,0.00942150416930925,0.01206295237417132,62.1344,74.9859,330.0558,32,304.50213623046875,15,0.2587551772594452,0.8645833134651184
adagrad,0.000676032605259101,0.38488832926232897,61.9905,74.25,245.0018,21,304.50213623046875,14,0.21750466525554657,0.8958333134651184
adam,0.0075275608571996385,0.6112870271953039,62.0893,72.1357,154.993,14,304.50213623046875,16,0.029125796630978584,0.9947916865348816
adamax,0.006399647587145494,0.06785310481028295,62.1462,75.6077,148.3881,13,304.50213623046875,15,0.04795311018824577,0.984375
ftrl,0.0032188795321893616,0.3976540578794131,62.1625,73.3812,97.6622,8,348.00244140625,15,0.17122864723205566,0.9322916865348816
nadam,0.0010935024214116227,0.4687443108609016,62.0917,73.6042,142.1288,12,304.50213623046875,16,0.08792924135923386,0.9791666865348816
sgd,0.003429441545292454,0.9174348455676309,61.9875,77.825,42.5127,4,87.0006103515625,16,0.053231608122587204,0.9791666865348816
rmsprop,0.00702515902831602,0.34600797876427536,62.0833,73.0833,62.7133,6,87.0006103515625,16,0.07654640823602676,0.9739583134651184
adadelta,0.0029393057819564325,0.8177289771940992,62.0296,74.5685,289.881,27,435.00305175781244,9,0.5489196181297302,0.71875
adagrad,0.005606999738087708,0.07444605993268527,62.0792,73.475,121.2159,12,87.0006103515625,16,0.10817397385835648,0.9583333134651184
adam,0.009532766368125448,0.07433482680815884,61.96,74.43,116.1275,10,435.00305175781244,16,0.05406246706843376,0.9791666865348816
adamax,0.007479698013551572,0.6317037762910974,62.1083,74.6167,72.179,6,391.5027465820312,15,0.05498860403895378,0.9895833134651184
ftrl,0.009493542334580225,0.7153510469122863,62.0667,73.0833,61.1081,6,43.50030517578125,15,0.06035776436328888,0.9895833134651184
nadam,0.005548595077327445,0.12901315276112013,62.1083,77.6833,65.5045,6,304.50213623046875,16,0.07020538300275803,0.9791666865348816
sgd,0.008992693102385088,0.10876600534524916,61.9875,74.3688,184.1054,16,304.50213623046875,16,0.06569398939609528,0.9895833134651184
rmsprop,0.007218620164379439,0.602601552707948,62.0,75.1833,67.1681,6,304.50213623046875,16,0.052882105112075806,0.984375
adadelta,0.005857603495922836,0.24036183440778847,62.0,74.765,279.0201,30,43.50030517578125,16,0.23803526163101196,0.9322916865348816
adagrad,0.008255475845105992,0.2160164490122395,62.0357,74.8643,72.9512,7,130.50091552734375,15,0.07007116079330444,0.9791666865348816
adam,0.009465056199266107,0.9676855034497492,61.9545,74.6227,119.1276,11,174.001220703125,16,0.11218822747468948,0.984375
adamax,0.008171978303600556,0.8365257175292579,62.1333,74.7083,121.2914,12,87.0006103515625,16,0.03446519747376442,0.9947916865348816
ftrl,0.00467073253618712,0.9053580456819615,62.3,73.8773,109.7852,11,43.50030517578125,15,0.06016358733177185,0.9947916865348816
nadam,0.009713625001304464,0.9081615188827616,62.0333,71.5,66.5832,6,174.001220703125,16,0.07774470001459122,0.9791666865348816
sgd,0.0034640302273629916,0.11582076209039893,62.055,71.94,114.9939,10,435.00305175781244,16,0.0976833924651146,0.9635416865348816
rmsprop,0.0039908248061516285,0.9231932333478491,62.0,72.18,109.7418,10,174.001220703125,16,0.4634209871292114,0.96875
adadelta,0.0011575330476774818,0.9967550122181749,62.0583,75.325,70.5298,6,435.00305175781244,7,0.7744443416595459,0.5364583134651184
adagrad,0.001069605772873141,0.7092785738869966,61.7618,74.2765,190.9238,17,348.00244140625,15,0.13998648524284363,0.9635416865348816
adam,0.005975608262573076,0.5536860623323775,62.0143,74.0857,79.8393,7,217.50152587890622,16,0.025823520496487617,0.9947916865348816
adamax,0.002419512067679431,0.007687403565613149,61.95,72.1167,69.2769,6,217.50152587890622,16,0.12108590453863144,0.9739583134651184
ftrl,0.004852346302576061,0.7850416759626234,61.925,74.87,100.7318,10,87.0006103515625,15,0.05436775088310242,0.9947916865348816
nadam,0.00802719127829126,0.0965151373555867,61.9889,73.9611,100.3679,9,217.50152587890622,15,0.1306014358997345,0.9583333134651184
sgd,0.005010593845992856,0.23409459426611445,61.9773,73.7864,132.913,11,391.5027465820312,16,0.07910541445016861,0.9635416865348816
rmsprop,0.005074854504809163,0.27642480553136406,61.9375,76.575,183.2188,16,391.5027465820312,16,0.1308002769947052,0.96875
adadelta,0.0030855426656527557,0.04087129617509733,61.923,72.933,537.3361,50,304.50213623046875,16,0.296937495470047,0.8697916865348816
adagrad,0.005473912480837852,0.35841381314359644,61.67,72.33,117.4161,10,261.0018310546875,15,0.1295456737279892,0.9479166865348816
adam,0.000905883139183584,0.01837260075399083,61.4071,76.0857,75.5967,7,130.50091552734375,16,0.060629185289144516,0.9791666865348816
adamax,0.0034068658415898193,0.7134737693320552,61.96,74.09,118.2949,10,391.5027465820312,15,0.0521390438079834,0.984375
ftrl,0.004726913879759616,0.7019057693293281,61.9125,72.25,88.4514,8,217.50152587890622,16,0.10227062553167343,0.96875
nadam,0.004744246743226009,0.25049573610718445,62.0438,69.6938,90.4122,8,217.50152587890622,16,0.05409076437354088,0.984375
sgd,0.00196007691199531,0.43024327334762935,62.09,74.585,122.2478,10,391.5027465820312,16,0.09887821227312088,0.9791666865348816
rmsprop,0.005328773606046317,0.7133984072766166,62.005,74.89,110.6465,10,217.50152587890622,16,0.07336749881505966,0.9947916865348816
adadelta,0.009237898456286343,0.1420355028987278,61.9625,74.7575,201.7735,20,130.50091552734375,15,0.27767613530158997,0.8854166865348816
adagrad,0.006656672448166044,0.7527765598032646,62.05,73.56,112.5719,10,261.0018310546875,16,0.06989080458879471,0.9739583134651184
adam,0.003531039752623412,0.9767194325773833,61.9458,74.1,132.949,12,217.50152587890622,15,0.08194463700056076,0.9791666865348816
adamax,0.00266711625117562,0.14084262565249317,62.0818,75.7091,115.4509,11,217.50152587890622,16,0.06382866203784943,0.984375
ftrl,0.00864800959436259,0.32032399038224824,62.0273,76.0273,113.1816,11,217.50152587890622,16,0.11479874700307846,0.953125
nadam,0.00860779451720697,0.3862459349785864,62.025,74.4312,82.3507,8,87.0006103515625,16,0.10077977180480957,0.953125
sgd,0.007040216133268351,0.7291374679724294,61.8773,75.1909,114.7088,11,304.50213623046875,15,0.05649198591709137,0.9895833134651184
rmsprop,0.0008570582278023599,0.9278256275462287,61.9875,73.4062,90.888,8,130.50091552734375,16,0.042877718806266785,0.9791666865348816
adadelta,0.005337683845485885,0.8150370986561387,62.0045,72.7068,256.6924,22,391.5027465820312,15,0.37508490681648254,0.90625
adagrad,0.002126238037813894,0.02038940511591736,61.8962,71.8846,140.2418,13,130.50091552734375,16,0.11417924612760544,0.953125
adam,0.00111562969508507,0.8209304287368664,61.7591,75.2045,136.8654,11,435.00305175781244,15,0.06700240820646286,0.96875
adamax,0.0007200280681377554,0.6052895106988162,61.7909,72.6091,123.1579,11,261.0018310546875,16,0.13851067423820496,0.9479166865348816
ftrl,0.0024694716204128686,0.5335304621871145,61.9778,76.2833,92.9532,9,130.50091552734375,16,0.10252857208251953,0.96875
nadam,0.005294761262766865,0.29305626151992925,62.03,78.01,54.1058,5,130.50091552734375,16,0.02373448759317398,0.9895833134651184
sgd,0.003442034652730757,0.32908083565248303,61.75,74.2,119.9478,11,304.50213623046875,16,0.060461293905973434,0.9791666865348816
rmsprop,0.0029374594263923575,0.84974018699317,61.8682,73.6091,109.0729,11,43.50030517578125,16,0.19248487055301666,0.9791666865348816
adadelta,0.008024169523273325,0.23477562256975348,61.8,72.515,288.0982,30,43.50030517578125,15,0.20088259875774384,0.9427083134651184
adagrad,0.007964372150012198,0.7987849811090056,61.625,75.0062,89.4306,8,391.5027465820312,16,0.07079508900642395,0.9791666865348816
adam,0.0072591571776389596,0.1980995309085859,61.6167,74.6333,75.3839,6,348.00244140625,16,0.08187727630138397,0.9739583134651184
adamax,0.003838537710777445,0.6576839721993003,61.7118,74.9147,196.3919,17,391.5027465820312,15,0.08101174235343933,0.9791666865348816
ftrl,0.008566752417612697,0.23003808610446275,61.8857,72.2286,83.1428,7,435.00305175781244,14,0.12074584513902664,0.9583333134651184
nadam,0.0076747800243438325,0.009458647287209576,62.075,73.925,68.8847,6,348.00244140625,15,0.07303420454263687,0.9583333134651184
sgd,0.0038451393089027064,0.3509608697904001,61.7875,77.125,86.5593,8,174.001220703125,16,0.11029494553804398,0.9479166865348816
rmsprop,0.0030530365191407823,0.7660209706036071,61.8833,70.95,69.3147,6,261.0018310546875,16,0.05727159604430199,0.9739583134651184
adadelta,0.006220925639572375,0.9575396038736069,61.9306,74.8639,197.554,18,435.00305175781244,14,0.4552435576915741,0.765625
adagrad,0.008719011109543368,0.3581795263341918,61.9208,75.2125,134.188,12,304.50213623046875,14,0.0657225027680397,0.9739583134651184
adam,0.0046984708499893954,0.5963850526517099,61.8143,74.0786,74.3538,7,130.50091552734375,16,0.06255896389484406,0.984375
adamax,0.005642306839520288,0.7795327176591088,61.925,73.5125,90.916,8,261.0018310546875,16,0.08704229444265366,0.9791666865348816
ftrl,0.009516254426663793,0.6453573540323977,62.1357,73.8929,81.8853,7,348.00244140625,15,0.07176626473665237,0.9791666865348816
nadam,0.006159811144479931,0.45923365513883896,61.8357,72.0786,149.8,14,174.001220703125,16,0.08182767778635025,0.9739583134651184
sgd,0.008638231330613613,0.6950718631748481,61.9125,74.7812,94.2626,8,348.00244140625,16,0.061629217118024826,0.9791666865348816
rmsprop,0.0011782631650340606,0.9178410137503447,61.7179,75.1464,155.8006,14,435.00305175781244,16,0.059233397245407104,0.9895833134651184
adadelta,0.006169040880403681,0.06708625821352798,61.817,75.6809,534.7177,47,435.00305175781244,16,0.28171834349632263,0.9322916865348816
adagrad,0.0036740170475378646,0.70638258966139,61.7875,72.9542,143.3743,12,348.00244140625,15,0.09666834026575089,0.96875
adam,0.0029956422405655993,0.5000544021498364,61.775,74.8083,62.4875,6,87.0006103515625,16,0.04787379503250122,0.984375
adamax,0.0002060858438144375,0.41320526257909906,61.9333,74.6556,189.0677,18,435.00305175781244,16,0.13391217589378357,0.9739583134651184
ftrl,0.008726311000521597,0.27876991695140085,61.7,73.2571,75.4308,7,87.0006103515625,16,0.0917225256562233,0.9739583134651184
nadam,0.007034535001669713,0.9033962457600988,61.7071,75.4214,84.5282,7,348.00244140625,15,0.07650602608919144,0.96875
sgd,0.005367922596132477,0.13660309312139107,61.7409,73.4636,131.0522,11,435.00305175781244,16,0.09494652599096298,0.96875
rmsprop,0.0040854911281706955,0.5457199155377246,61.8389,73.1333,94.3659,9,130.50091552734375,15,0.049096252769231796,0.9791666865348816
adadelta,0.00675027943249768,0.20231208230190045,61.7675,74.6175,218.1748,20,304.50213623046875,15,0.42431893944740295,0.765625
adagrad,0.0029881485711904746,0.21607339042727813,61.7125,71.3536,294.6713,28,130.50091552734375,15,0.06332200020551682,0.9739583134651184
