optimizer,learning_rate,momentum,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
rmsprop,0.0004264782686774777,0.015514321092838013,51.59,48.805,123.7084,10,87.0006103515625,16,0.07497943192720413,0.9739583134651184
adadelta,0.007841630457943713,0.6459850771991394,55.5414,45.3155,418.7789,29,261.0018310546875,15,0.2856754958629608,0.90625
adagrad,0.0032079691418267103,0.06961137265492345,55.385,51.29,137.9372,10,391.5027465820312,16,0.08839213848114014,0.9739583134651184
adam,0.0026137339502784246,0.18435198340965697,52.5833,43.9583,73.1411,6,174.001220703125,16,0.03475141525268555,0.984375
adamax,0.00639307796942564,0.5833330414420409,56.6417,54.5833,84.2808,6,217.50152587890622,15,0.057681869715452194,0.9739583134651184
ftrl,0.006227031806560976,0.6213029911567866,52.6938,46.0688,118.9708,8,348.00244140625,16,0.11172137409448624,0.96875
nadam,0.0020445469139860604,0.34043281883293797,52.6273,50.4,155.7502,11,304.50213623046875,16,0.0582813024520874,0.984375
sgd,0.005840697177714592,0.2640768887342041,53.9417,49.7958,150.862,12,174.001220703125,15,0.04337560757994652,0.9895833134651184
rmsprop,0.008187663960740988,0.6507177368066981,50.715,56.695,142.8731,10,174.001220703125,16,0.25996604561805725,0.9791666865348816
adadelta,0.0042023305287554324,0.40126933499379913,56.212,45.631,681.5633,50,391.5027465820312,14,0.36043938994407654,0.8489583134651184
adagrad,0.003991304404585211,0.8351365672935351,50.1615,50.8808,193.5854,13,391.5027465820312,14,0.11868379265069962,0.9583333134651184
adam,0.0016025251958001951,0.7306696619810621,54.62,46.49,143.1154,10,217.50152587890622,15,0.10122369974851608,0.9583333134651184
adamax,0.0057640981428421865,0.49997989495849193,55.3938,52.825,118.8251,8,261.0018310546875,16,0.05537249520421028,0.9791666865348816
ftrl,0.009320163745669352,0.5327870846569108,52.4944,43.3667,123.4192,9,174.001220703125,16,0.05507654324173927,0.9895833134651184
nadam,0.006312739352656547,0.3284862253636066,58.425,39.6833,92.1335,6,348.00244140625,16,0.07967329770326614,0.96875
sgd,0.00745975438029552,0.26460433102296865,50.2455,39.6864,151.0778,11,304.50213623046875,15,0.09425722807645798,0.96875
rmsprop,0.0077887786407720315,0.937374524679216,52.8562,52.6438,102.8891,8,261.0018310546875,16,0.029410099610686302,0.9947916865348816
adadelta,0.0016529274787329864,0.14247656694248534,57.9667,52.0071,285.7162,21,391.5027465820312,12,0.5438093543052673,0.5885416865348816
adagrad,0.004664420303109533,0.7376154168548817,57.1944,43.0611,125.6188,9,261.0018310546875,16,0.08135884255170822,0.9791666865348816
adam,0.009727014336787786,0.6234827813154946,49.5222,53.5333,115.4138,9,87.0006103515625,16,0.0927097424864769,0.984375
adamax,0.00621979661966636,0.9607293026930275,56.6333,53.1583,82.9481,6,174.001220703125,15,0.06455464661121368,0.9791666865348816
ftrl,0.0023518384350387717,0.7403971807378651,52.8727,46.3864,139.7518,11,174.001220703125,15,0.09666702896356583,0.9739583134651184
nadam,0.0052948612172328165,0.2866426915164648,47.0417,46.0417,71.3239,6,43.50030517578125,16,0.04771619662642479,0.984375
sgd,0.000469935479608767,0.12040774294338663,52.3575,40.825,286.8814,20,304.50213623046875,16,0.10928899794816971,0.9739583134651184
rmsprop,0.0038312902595373784,0.9594436904989577,58.0071,48.3571,94.4102,7,174.001220703125,15,0.8420476913452148,0.9739583134651184
adadelta,0.00744425119302458,0.16023123539789474,57.7712,50.1167,443.1063,33,130.50091552734375,16,0.25918444991111755,0.90625
adagrad,0.00528024224664825,0.2571648027209509,46.95,56.01,131.41,10,87.0006103515625,16,0.09223640710115433,0.9583333134651184
adam,0.007993982069937837,0.3155161253743749,47.5214,48.6,99.6385,7,391.5027465820312,15,0.04682847857475281,0.984375
adamax,0.008439054805413177,0.03808926846224103,53.825,55.75,75.9577,6,43.50030517578125,16,0.048142507672309875,0.9895833134651184
ftrl,0.0048250438477998375,0.05208190975498883,56.4429,37.2643,108.6502,7,261.0018310546875,15,0.1466752290725708,0.953125
nadam,0.0062740365022674344,0.24062166089118708,50.4417,50.3333,79.053,6,174.001220703125,16,0.046665456146001816,0.9739583134651184
sgd,0.0019341754398134172,0.6897356128024338,54.0188,43.0812,241.8149,16,435.00305175781244,16,0.07700155675411224,0.9791666865348816
rmsprop,0.00613042193784645,0.8065837122252548,52.5083,31.1333,84.0137,6,87.0006103515625,16,0.16160742938518524,0.96875
adadelta,0.007274362855003125,0.13753015659155343,53.8154,47.4019,384.9901,26,304.50213623046875,14,0.3063492476940155,0.9010416865348816
adagrad,0.004323720545309471,0.051709960472238636,54.0429,46.1857,90.0676,7,87.0006103515625,16,0.08154957741498947,0.9791666865348816
adam,0.004420109575942074,0.8529193568374995,50.0929,44.5786,98.0328,7,261.0018310546875,16,0.05162101611495018,0.9895833134651184
adamax,0.004753142715418118,0.8391471878866705,55.73,55.525,134.9434,10,130.50091552734375,16,0.07312553375959396,0.96875
ftrl,0.004388736822237594,0.47418587652170885,48.8556,50.05,134.0273,9,391.5027465820312,15,0.10201024264097214,0.984375
nadam,0.0036442373573126624,0.8537876618493419,54.3154,58.6923,165.5029,13,130.50091552734375,15,0.048325348645448685,0.9895833134651184
sgd,0.0038135153771867453,0.2300366025400652,58.5708,47.475,152.9325,12,261.0018310546875,16,0.10090645402669907,0.9635416865348816
rmsprop,0.0038464231982428617,0.9601783522910137,49.6,44.7286,100.6602,7,391.5027465820312,16,0.5088593363761902,0.9635416865348816
adadelta,0.006700028512926704,0.9107612433938366,51.252,46.612,586.9136,50,87.0006103515625,15,0.23438794910907745,0.8802083134651184
adagrad,0.008469238298823942,0.4180514739799137,56.4722,58.3389,110.7594,9,43.50030517578125,16,0.037776682525873184,0.9895833134651184
adam,0.0011954228058650824,0.0745731340552136,47.5062,47.1688,114.565,8,130.50091552734375,16,0.03581893444061279,0.9947916865348816
adamax,0.008890191932944772,0.7660181546415195,57.825,33.1833,83.6233,6,130.50091552734375,16,0.05165858939290047,0.984375
ftrl,0.00407055251797441,0.07503045368839101,48.875,56.635,123.0636,10,43.50030517578125,14,0.07823168486356735,0.96875
nadam,0.004688039956513712,0.8393216617535725,55.1833,56.8083,77.8744,6,391.5027465820312,16,0.06765749305486679,0.9739583134651184
sgd,0.008131977679128106,0.8640202648738902,44.2833,55.5333,130.9099,9,435.00305175781244,16,0.14651818573474884,0.9583333134651184
rmsprop,0.000674693039108298,0.8772240607479012,57.4545,51.35,172.8985,11,348.00244140625,15,0.07799539715051651,0.9739583134651184
adadelta,0.001530661036305781,0.2221940930973999,54.325,46.1833,88.9495,6,391.5027465820312,6,0.7910756468772888,0.5729166865348816
adagrad,0.009843945438783657,0.6457001704020661,59.6688,52.6312,111.5862,8,174.001220703125,16,0.07638651132583618,0.9739583134651184
adam,0.0008546266539338231,0.37041595596566324,53.9727,43.0182,161.0168,11,348.00244140625,16,0.026270052418112755,1.0
adamax,0.0026926502368959434,0.8445411578477754,52.55,48.8182,164.6214,11,261.0018310546875,16,0.08102315664291382,0.9635416865348816
ftrl,0.0027704508820085884,0.7080814020783516,56.5556,46.4944,132.5132,9,435.00305175781244,16,0.12796881794929504,0.953125
nadam,0.006617991335222828,0.4190042999436968,52.5786,55.2214,104.9476,7,391.5027465820312,16,0.08220697194337845,0.96875
sgd,0.0007292709362579591,0.9672618099144642,53.4786,43.5286,94.315,7,304.50213623046875,15,0.045109331607818604,0.9895833134651184
rmsprop,0.00038003939899119727,0.4348358351135475,54.615,40.18,117.9503,10,43.50030517578125,16,0.09625521302223206,0.953125
adadelta,0.0013600141983573526,0.805944719656557,55.6327,56.0865,321.1458,26,87.0006103515625,8,0.7147924304008484,0.53125
adagrad,0.00988075876450176,0.03925327921506805,59.0727,45.4545,154.0624,11,391.5027465820312,16,0.06427819281816483,0.9739583134651184
adam,0.0055508993412481215,0.784106535343422,51.3719,47.7188,230.1225,16,348.00244140625,15,0.05612320080399513,0.984375
adamax,0.009153064026816512,0.44246712450755277,51.525,56.4167,81.0004,6,261.0018310546875,16,0.0861230120062828,0.9739583134651184
ftrl,0.00010786488049733861,0.6279589449135536,54.808,40.002,340.239,25,261.0018310546875,16,0.4158215820789337,0.765625
nadam,0.008054135096663919,0.16627378958846484,49.1214,43.8,89.7514,7,87.0006103515625,16,0.04354390129446983,0.984375
sgd,0.00689677427067324,0.22076438877633153,53.1033,41.3067,204.6961,15,435.00305175781244,16,0.04937230050563812,0.984375
rmsprop,0.008930086641246048,0.5767603860407037,56.15,44.5,128.8828,8,217.50152587890622,16,0.050924137234687805,0.9895833134651184
adadelta,0.007574523095764964,0.43079278450982306,54.9011,54.0307,587.2088,44,348.00244140625,16,0.26153993606567383,0.890625
adagrad,0.008849348295916189,0.18269371959452263,51.415,57.635,141.0595,10,174.001220703125,16,0.04996013268828392,0.9895833134651184
adam,0.00043183771036696704,0.9645823532870191,53.4107,47.6143,214.4779,14,391.5027465820312,16,0.07901644706726074,0.96875
adamax,0.002535062431690521,0.9278971722874766,55.9611,43.4944,139.1213,9,304.50213623046875,16,0.0651683434844017,0.9791666865348816
ftrl,0.0015498117547943547,0.7612884092223645,51.65,44.8,86.821,7,43.50030517578125,16,0.1710144430398941,0.9375
nadam,0.0018436232488611814,0.020396289946300605,55.35,43.48,151.246,10,217.50152587890622,16,0.0324910506606102,0.9895833134651184
sgd,0.008076128037805308,0.8994942367997635,52.0192,44.5731,183.2093,13,391.5027465820312,15,0.09639500826597214,0.96875
rmsprop,0.005259440131411111,0.057961523026674566,47.725,44.7,91.0228,6,391.5027465820312,15,0.0894913375377655,0.953125
adadelta,0.00798770743005423,0.17580412778197319,52.5812,49.51,516.359,40,261.0018310546875,14,0.29011771082878113,0.8333333134651184
adagrad,0.001397249703977514,0.7844190769570142,51.58,46.68,259.6387,20,87.0006103515625,16,0.09546613693237305,0.96875
adam,0.006058565289753791,0.9806454357505787,55.825,56.4,137.2754,10,174.001220703125,16,0.1391860842704773,0.9583333134651184
adamax,0.0030633032770381384,0.6993341269330882,54.1312,49.8625,114.4231,8,435.00305175781244,16,0.10069429874420166,0.9635416865348816
ftrl,0.008567975321402714,0.8730463312531727,49.4312,55.6125,107.201,8,43.50030517578125,15,0.05361729860305786,0.984375
nadam,0.008370813190844475,0.411147569634588,51.3346,47.3731,161.9116,13,87.0006103515625,15,0.06461738795042038,0.9791666865348816
sgd,0.005299674689592284,0.028521102090357853,55.3975,53.25,280.8395,20,391.5027465820312,15,0.08285655826330185,0.9583333134651184
rmsprop,0.008626073828388613,0.9077453129028163,54.88,41.97,143.2747,10,217.50152587890622,16,1.4686609506607056,0.9583333134651184
adadelta,0.0007465954144677207,0.37340704792407164,52.8909,52.7955,152.77,11,261.0018310546875,13,0.7166470885276794,0.5
adagrad,0.0019821176346383283,0.7391976726423323,53.03,56.3475,255.078,20,87.0006103515625,15,0.07107744365930557,0.984375
adam,0.004086601468364829,0.13662025247373089,56.75,55.2833,92.2681,6,304.50213623046875,16,0.07395555824041367,0.96875
adamax,0.004965035391213115,0.034364433547728,55.0214,47.9536,185.9804,14,348.00244140625,14,0.0507928691804409,0.9895833134651184
ftrl,0.0010238516639543404,0.34719550127283194,55.9179,51.1143,192.0895,14,304.50213623046875,15,0.1760074943304062,0.9583333134651184
nadam,0.003925775324512019,0.11190122199673014,46.3722,57.3222,129.5344,9,391.5027465820312,15,0.06276701390743256,0.9791666865348816
sgd,0.0005434556269102611,0.48836305636496735,49.3391,51.8674,292.5445,23,304.50213623046875,16,0.08454512804746628,0.96875
rmsprop,0.0027659746533431227,0.10260547397537212,55.1667,53.875,92.5642,6,304.50213623046875,16,0.08134398609399796,0.9739583134651184
adadelta,0.0029065665125875577,0.904544068757197,55.3167,47.815,415.577,30,348.00244140625,12,0.4545542299747467,0.7604166865348816
adagrad,0.0010411248709242512,0.6722468660603124,50.15,51.1647,209.3661,17,87.0006103515625,16,0.09716721624135971,0.9635416865348816
adam,0.005276301960529868,0.654941875434773,57.9273,32.7545,151.7174,11,435.00305175781244,16,0.04981203004717827,0.984375
adamax,0.0026479392611924286,0.536475358868809,53.3,44.0938,221.8965,16,174.001220703125,16,0.027278415858745575,0.9947916865348816
ftrl,0.00767431380557145,0.9859182672562724,54.375,49.5938,99.7765,8,130.50091552734375,16,0.10214510560035706,0.9583333134651184
nadam,0.0076868238917957785,0.09565728846132204,49.1556,48.2389,124.099,9,130.50091552734375,15,0.05600294470787048,0.9739583134651184
sgd,0.007345486818345181,0.8304165301016786,49.4,50.135,141.8243,10,261.0018310546875,16,0.06857705861330032,0.9739583134651184
rmsprop,0.0010592748552883063,0.7484928787805253,56.75,62.1143,87.1065,7,130.50091552734375,15,0.0328671894967556,0.9895833134651184
adadelta,0.0027552624173001966,0.6438369918654216,52.7214,46.7643,109.5966,7,391.5027465820312,11,0.6703256964683533,0.6041666865348816
adagrad,0.0052036227080334,0.3824024412182877,55.7462,46.05,187.8242,13,130.50091552734375,16,0.0726921558380127,0.96875
adam,0.007443641744378823,0.693268591264333,53.9786,54.8,161.2667,14,217.50152587890622,15,0.05064883828163147,0.9791666865348816
adamax,0.004945668943967572,0.6664905519923533,60.4,52.6571,97.2547,7,304.50213623046875,15,0.07792556285858154,0.9635416865348816
ftrl,0.007999855824261503,0.3606046622182424,53.5909,55.7909,147.1809,11,348.00244140625,16,0.10153528302907944,0.953125
nadam,0.009426219820594184,0.3068679192922159,52.6545,48.6273,159.7589,11,304.50213623046875,16,0.0693199411034584,0.984375
sgd,0.0072829274470442565,0.5851080574919146,57.3125,44.675,108.9091,8,217.50152587890622,16,0.09002476930618286,0.9583333134651184
rmsprop,0.004661465811885047,0.15101491718505133,60.4812,55.3625,108.0036,8,217.50152587890622,16,0.030496830120682716,0.9947916865348816
adadelta,0.00367742624447563,0.9313562686050985,53.2145,49.6197,499.153,38,348.00244140625,15,0.3594913184642792,0.8072916865348816
adagrad,0.005018272902394236,0.5651713925487634,54.1625,49.4667,132.0673,12,43.50030517578125,16,0.04871736094355583,0.984375
adam,0.006091386825483869,0.19435057362893327,51.4222,49.1778,150.1624,9,435.00305175781244,16,0.15290062129497528,0.9427083134651184
adamax,0.008384757762575318,0.28804290784740405,51.0889,58.9556,113.2595,9,130.50091552734375,16,0.028239743784070015,0.9947916865348816
ftrl,0.005689901396977186,0.9619634557610754,52.6143,51.6214,102.7141,7,435.00305175781244,16,0.14068284630775452,0.9583333134651184
nadam,0.006927262633557978,0.8224327986867612,47.7292,47.5208,149.609,12,261.0018310546875,15,0.09168165922164917,0.984375
sgd,0.0014912697148104176,0.775001105288729,50.2875,49.2833,175.4596,12,217.50152587890622,16,0.07520242780447006,0.9739583134651184
rmsprop,0.0052868504400907694,0.09503071649181793,52.5875,49.7458,149.2963,12,130.50091552734375,16,0.04686259105801582,0.9791666865348816
adadelta,0.001002821630768509,0.6629229335307791,52.625,48.775,89.95,6,304.50213623046875,12,0.6810686588287354,0.578125
adagrad,0.0004651629326064805,0.9910694608996717,53.4636,44.8727,286.9456,22,87.0006103515625,15,0.26104429364204407,0.8697916865348816
adam,0.003831138228806982,0.4902882992743165,56.4333,49.8917,83.8351,6,304.50213623046875,16,0.07543029636144638,0.984375
adamax,0.0022747206154588883,0.8954941637262305,56.29,40.275,150.9345,10,304.50213623046875,16,0.10798797011375427,0.96875
ftrl,0.003768518113308451,0.7266864188996386,48.1312,53.6812,120.5222,8,174.001220703125,16,0.11784011125564575,0.9583333134651184
nadam,0.008936681964813738,0.45555983094474795,52.3,48.43,69.7219,5,87.0006103515625,13,0.06710930913686752,0.9791666865348816
sgd,0.0011020636987720813,0.09386203436636475,54.9458,40.4792,173.9496,12,391.5027465820312,15,0.16641706228256226,0.9583333134651184
rmsprop,0.006692770411842675,0.2595041869673054,49.9786,59.8786,90.288,7,304.50213623046875,16,0.01972411572933197,0.9895833134651184
adadelta,0.003662615388310318,0.7510777862744721,55.7565,47.5152,343.5524,23,435.00305175781244,11,0.621685266494751,0.6041666865348816
adagrad,0.002653389652755048,0.4953849452472764,54.44,53.54,140.2998,10,435.00305175781244,14,0.17643117904663086,0.9270833134651184
adam,0.0070473091602130155,0.01695957041180851,53.3071,43.4714,105.0178,7,348.00244140625,16,0.08552586287260056,0.9739583134651184
adamax,0.006764025920001314,0.8385078528029926,50.2714,53.85,100.4933,7,174.001220703125,16,0.07473570853471756,0.9739583134651184
ftrl,0.00347482476162569,0.9106472928600482,52.25,41.6222,133.7429,9,435.00305175781244,16,0.10661926865577698,0.9739583134651184
nadam,0.005395384007890759,0.1543913452491995,53.8875,56.4438,108.6879,8,304.50213623046875,15,0.14226391911506653,0.953125
sgd,0.006322589853842587,0.22735053854941611,52.2,53.7042,177.6839,12,391.5027465820312,16,0.10213496536016464,0.9635416865348816
rmsprop,0.003187543547892701,0.33155597218472566,55.5455,53.0227,143.9195,11,217.50152587890622,16,0.07998013496398926,0.9739583134651184
adadelta,0.006859472930235166,0.02609488910861213,52.48,50.78,464.3535,35,348.00244140625,11,0.2968921959400177,0.8489583134651184
adagrad,0.009574685632270605,0.6744242855053014,53.6571,41.85,91.3501,7,174.001220703125,16,0.07537349313497543,0.9583333134651184
adam,0.0038917681335458006,0.6197880764276456,50.35,48.1222,148.5932,9,304.50213623046875,14,0.1293138712644577,0.9583333134651184
adamax,0.00024437747684133383,0.6257360556061166,54.144,53.952,281.0236,25,87.0006103515625,16,0.06881953030824661,0.984375
ftrl,0.003906847032703917,0.6551270137299056,49.94,54.15,130.6589,10,261.0018310546875,15,0.09942861646413803,0.9739583134651184
nadam,0.0038911680986530015,0.5875940678496792,56.6808,61.0769,152.2476,13,130.50091552734375,16,0.10686933994293213,0.9739583134651184
sgd,0.00792213451257514,0.964262574490361,57.7556,46.5111,117.6111,9,87.0006103515625,16,0.08104655891656876,0.9895833134651184
rmsprop,0.0094937971712152,0.46729362213661674,54.9143,40.3286,94.8302,7,391.5027465820312,15,0.06867466121912003,0.96875
adadelta,0.00715157432583452,0.6095082274667776,56.9875,45.1091,552.2023,44,130.50091552734375,16,0.17924894392490387,0.9375
adagrad,0.0055989874856969815,0.1879635592502953,48.8062,53.45,119.1556,8,435.00305175781244,15,0.1256665736436844,0.96875
adam,0.005019008396531519,0.6794464710112414,49.975,54.6875,169.5627,12,348.00244140625,16,0.07126478850841522,0.9791666865348816
adamax,0.008850229305817381,0.5121056354941885,47.8227,50.3091,165.4116,11,391.5027465820312,14,0.10139543563127518,0.9583333134651184
ftrl,0.005811205751970381,0.5523333727989193,55.035,52.0,140.7652,10,261.0018310546875,16,0.07425814867019653,0.9791666865348816
nadam,0.0033573954927645254,0.6832153926704042,48.8583,39.2,95.5411,6,348.00244140625,16,0.10382161289453506,0.9635416865348816
sgd,0.0018223549122696804,0.5908043053686354,52.7438,48.2062,96.4617,8,174.001220703125,15,0.10438134521245956,0.9739583134651184
rmsprop,0.0062582846505439705,0.3974740077917227,54.405,48.76,144.794,10,304.50213623046875,15,0.09368889778852463,0.9739583134651184
adadelta,0.0038231937382105638,0.4608950354178021,52.2942,49.4047,592.9441,43,261.0018310546875,14,0.43291255831718445,0.7291666865348816
adagrad,0.0050406029357259845,0.21561776658567733,52.0312,55.5,97.9995,8,43.50030517578125,16,0.07971248775720596,0.9739583134651184
adam,0.006702610913541062,0.1398279782763181,52.6611,56.7889,107.0457,9,174.001220703125,16,0.03928586468100548,0.9791666865348816
adamax,0.0009423330837038138,0.26947360534047915,51.2643,51.2643,100.2433,7,43.50030517578125,16,0.10404369980096817,0.9791666865348816
ftrl,0.0028297734862016335,0.8639413136317378,57.5136,49.0,154.4383,11,435.00305175781244,16,0.1357797086238861,0.953125
nadam,0.007764183018277561,0.5997280270661733,55.4167,49.2667,43.9432,3,43.50030517578125,16,0.04992683231830597,0.9895833134651184
sgd,0.007737170466038198,0.09896631025035085,54.65,48.5333,89.3583,6,348.00244140625,15,0.14466115832328796,0.9583333134651184
rmsprop,0.005132544803681153,0.09190086038352074,56.3444,51.8333,126.062,9,261.0018310546875,16,0.037054482847452164,0.984375
adadelta,0.0012942289944531953,0.776555375843722,54.59,57.66,134.257,10,130.50091552734375,10,0.7049784660339355,0.5729166865348816
adagrad,0.009331415552514221,0.9402066042192673,52.9385,52.7654,203.4178,13,435.00305175781244,15,0.046969205141067505,0.9947916865348816
adam,0.0033280801339413755,0.8229486457010857,55.5964,54.8714,159.9824,14,130.50091552734375,14,0.05691827833652496,0.984375
adamax,0.005468919319801733,0.9628278642171495,50.5875,50.2917,162.9313,12,174.001220703125,16,0.01786777377128601,0.9947916865348816
ftrl,0.005796171295357843,0.8369335697725787,48.5286,35.3643,94.14,7,43.50030517578125,16,0.0677826777100563,0.9947916865348816
nadam,0.005065377369871982,0.028237313471144998,45.3375,58.1875,95.2124,8,174.001220703125,16,0.03708504140377045,0.9791666865348816
sgd,0.000929049473500826,0.28639607943525824,53.1912,53.3912,231.9518,17,261.0018310546875,15,0.10849955677986145,0.9479166865348816
rmsprop,0.0075904876140587135,0.06018976700490475,53.2438,62.775,102.7162,8,304.50213623046875,16,0.09835684299468994,0.984375
adadelta,0.006998426360813859,0.9567311527855427,52.5845,51.7,393.6557,29,261.0018310546875,10,0.39406919479370117,0.7395833134651184
adagrad,0.009376019543368235,0.49104344203216777,50.9038,41.4654,190.7956,13,348.00244140625,16,0.06222891807556152,0.984375
adam,0.007080478578141046,0.7150165407208077,57.7688,39.3625,123.7778,8,261.0018310546875,15,0.12582668662071228,0.96875
adamax,0.009775322159105983,0.6524840353335262,51.7583,51.025,90.9251,6,348.00244140625,16,0.08081541210412979,0.9739583134651184
ftrl,0.0011730938222103608,0.42828381950795225,54.5038,52.2577,171.1992,13,261.0018310546875,16,0.1226925253868103,0.9739583134651184
nadam,0.002312037918596913,0.07300794762094354,54.225,55.425,136.6106,10,304.50213623046875,15,0.07094039767980576,0.9739583134651184
sgd,0.006294664207725756,0.7855686193890029,48.3167,31.6875,186.1544,12,435.00305175781244,16,0.07420877367258072,0.9791666865348816
rmsprop,0.0064314888569664734,0.2325654445156361,46.5625,43.725,110.8562,8,391.5027465820312,16,0.045480210334062576,0.9791666865348816
adadelta,0.00381032399615457,0.24204715933021892,53.2816,50.4289,272.606,19,435.00305175781244,11,0.5319144129753113,0.6666666865348816
adagrad,0.0024796897594215623,0.6511372421467558,50.4958,44.2208,162.4123,12,391.5027465820312,16,0.10025826841592789,0.9635416865348816
adam,0.006850093530101934,0.42400146430912555,51.225,41.7188,108.1097,8,174.001220703125,16,0.10207778215408325,0.96875
adamax,0.008040999932878348,0.46701289011329883,50.2611,65.8944,101.2532,9,130.50091552734375,15,0.08715014904737473,0.96875
ftrl,0.009668989190067034,0.8504045945414445,55.6833,47.625,86.3901,6,174.001220703125,16,0.07974853366613388,0.9895833134651184
nadam,0.0015605970980740215,0.9117403109993104,48.7958,41.0,174.8377,12,261.0018310546875,16,0.06996064633131027,0.984375
sgd,0.0020641168525412875,0.306755046281607,47.9654,53.4423,153.7197,13,87.0006103515625,15,0.07806513458490372,0.9791666865348816
rmsprop,0.007749789836595341,0.6732225432034623,57.8962,49.5077,165.4681,13,87.0006103515625,16,0.08429642766714096,0.9947916865348816
adadelta,0.006055709076354978,0.5957694930228451,54.0603,43.7103,563.1283,39,217.50152587890622,14,0.2961568236351013,0.8489583134651184
adagrad,0.00358911997681676,0.31158182640093257,59.9269,48.7154,150.3218,13,43.50030517578125,16,0.056882333010435104,0.9895833134651184
adam,0.0026609839545338595,0.39046542006189944,46.75,50.5375,120.4826,8,435.00305175781244,16,0.09111016988754272,0.953125
adamax,0.008046756292680207,0.5731747896413951,57.2188,50.425,96.8384,8,130.50091552734375,15,0.05442822352051735,0.984375
ftrl,0.003590973225140786,0.5762433551106753,51.5643,51.3,86.5613,7,87.0006103515625,16,0.08134941011667252,1.0
nadam,0.009233569529827453,0.13834728123723894,45.0,60.575,48.1758,4,130.50091552734375,15,0.027391677722334862,0.9895833134651184
sgd,0.007004145577981961,0.9709988886014198,56.3562,54.7938,114.104,8,348.00244140625,16,0.05114760622382164,0.984375
rmsprop,0.009057471582166774,0.24203409608787796,54.9625,55.7188,103.6656,8,130.50091552734375,15,0.20771946012973785,0.9583333134651184
adadelta,0.004888375284000618,0.20951007868609073,56.0393,49.3143,405.7568,28,304.50213623046875,14,0.3626961410045624,0.8489583134651184
adagrad,0.0028804971582742454,0.49115428077556433,53.9875,45.7458,155.41,12,261.0018310546875,16,0.08202999085187912,0.9583333134651184
adam,0.0008699813601843692,0.06763802651216655,55.5133,39.4133,231.0365,15,217.50152587890622,16,0.08140387386083603,0.9791666865348816
adamax,0.0022763839462114186,0.6876856005040618,50.7556,49.4889,117.8306,9,261.0018310546875,16,0.08596596866846085,0.9739583134651184
ftrl,0.0006098913048290475,0.9384526657848081,44.165,49.68,140.0358,10,391.5027465820312,16,0.2956940233707428,0.8645833134651184
nadam,0.00383081286406488,0.7683806968035759,61.0667,52.1917,90.8033,6,391.5027465820312,16,0.038383953273296356,0.9895833134651184
sgd,0.0038136529894982427,0.494186334187953,47.9333,51.4792,167.4225,12,391.5027465820312,16,0.10273941606283188,0.953125
rmsprop,0.006454666967332615,0.3878833447417579,51.5045,52.6545,134.1943,11,87.0006103515625,16,0.10653718560934067,0.984375
adadelta,0.00923715038389151,0.41865512269368255,53.45,50.27,343.4743,25,174.001220703125,15,0.2531581223011017,0.8697916865348816
adagrad,0.00040365552316974954,0.76583199447582,52.1053,43.3474,267.6572,19,174.001220703125,15,0.23914988338947296,0.8958333134651184
adam,0.007457454212815717,0.23622742584558243,53.875,51.9688,103.795,8,174.001220703125,16,0.08895308524370193,0.96875
adamax,0.006973939718240176,0.13967563121130244,53.625,54.5214,174.8762,14,87.0006103515625,16,0.03786534443497658,0.9895833134651184
ftrl,0.003943698730664813,0.0743031180156759,50.305,40.67,147.766,10,391.5027465820312,16,0.08971423655748367,0.9791666865348816
nadam,0.003771146646630883,0.07030127679712717,52.8542,51.7583,157.3996,12,174.001220703125,16,0.08358902484178543,0.96875
sgd,0.009796768614449914,0.497015305114505,54.8938,38.7125,120.6697,8,435.00305175781244,16,0.057074591517448425,0.984375
rmsprop,0.005038201648843471,0.9830095883194871,49.5042,53.4708,177.9706,12,391.5027465820312,15,0.6342322826385498,0.9635416865348816
adadelta,0.002853850151824335,0.6765844695983583,52.9816,49.9026,486.448,38,174.001220703125,12,0.45368286967277527,0.8072916865348816
adagrad,0.004891612499622984,0.41416610515715324,51.8708,53.6708,155.6676,12,261.0018310546875,16,0.07658154517412186,0.96875
adam,0.009545919271230965,0.7248561207707135,52.7833,54.0083,80.2233,6,130.50091552734375,16,0.02817775495350361,0.984375
adamax,0.001004046958038605,0.5900653863063944,58.1643,54.2679,184.4478,14,87.0006103515625,16,0.03531533107161522,0.9947916865348816
ftrl,0.007067484487363743,0.8299149014863024,52.15,41.43,145.6486,10,348.00244140625,16,0.10595835000276566,0.9739583134651184
nadam,0.00909495397931138,0.47441128939774857,56.5143,45.4643,92.2067,7,130.50091552734375,16,0.045372601598501205,0.9791666865348816
sgd,0.006316830252716334,0.26412785660092286,54.4125,49.0813,99.5894,8,217.50152587890622,15,0.109101802110672,0.9583333134651184
rmsprop,0.006715197033443907,0.2530265456844357,50.0062,44.7875,116.4281,8,348.00244140625,15,0.04664108529686928,0.9895833134651184
adadelta,0.003690491515776601,0.4653778235733992,54.5239,56.6239,276.036,23,261.0018310546875,9,0.5982471108436584,0.6510416865348816
adagrad,0.00243499322694296,0.45600711171716946,50.9688,53.5,112.8825,8,391.5027465820312,16,0.21583513915538788,0.9270833134651184
adam,0.0009293087204310835,0.1220067002052655,50.1083,53.425,78.9096,6,130.50091552734375,15,0.0450681634247303,0.9895833134651184
adamax,0.008383324791107993,0.29778308509583973,57.5067,47.2667,211.6956,15,261.0018310546875,15,0.09275876730680466,0.9739583134651184
